label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.05450451374053955,-0.09165853261947632,-0.026238517911508552,-0.09045928716659546,-0.21595358848571777,-0.04022553011901664,-0.10779261589050293,-0.3170962333679199,-0.05819738105066108,-0.11415153741836548,-0.41405507922172546,-0.07078107640273856,-0.05575448274612427,-0.3459491729736328,0.0008318466540799818,-0.07251083850860596,-0.4375518411397934,-0.04458331883080291,-0.07578170299530029,-0.3494032919406891,-0.07366121009118842,-0.0690385103225708,-0.2764442265033722,-0.08536720469720649,-0.01314014196395874,-0.34039318561553955,-0.003630435170009605,-0.027183115482330322,-0.44521892070770264,-0.05278234750159072,-0.040659546852111816,-0.32517287135124207,-0.06996222779281425,-0.03802788257598877,-0.24186855554580688,-0.06877848699815559,0.0306130051612854,-0.31612154841423035,-0.016456103028133384,0.027867138385772705,-0.4375142306089401,-0.06356442168481635,0.0029435157775878906,-0.3296360969543457,-0.06245160669215011,-0.005462944507598877,-0.23908576369285583,-0.046591745765283576,0.07455873489379883,-0.2752680778503418,-0.03207968741781997,0.08377569913864136,-0.38299560546875,-0.06127732813484954,0.05588054656982422,-0.34174293279647827,-0.059801286162212364,0.03507351875305176,-0.28433218598365784,-0.04926267460115241
A,0.0,0.0,0.0,-0.057665348052978516,-0.08820688724517822,-0.022089783007515962,-0.09075206518173218,-0.22478938102722168,-0.034343186671151216,-0.11362898349761963,-0.3303472697734833,-0.0510339214450255,-0.1535729169845581,-0.3929100036621094,-0.06355059137405306,-0.056827545166015625,-0.3316234350204468,-0.0036806018541142294,-0.07176423072814941,-0.4374924600124359,-0.04785360013903528,-0.07970482110977173,-0.3533356189727783,-0.07454612841667085,-0.07731890678405762,-0.28186172246932983,-0.08502939333976656,-0.016323089599609375,-0.3229561448097229,-0.01027168696583658,-0.027180194854736328,-0.4313125014305115,-0.05875459303916841,-0.04697984457015991,-0.3193655014038086,-0.07430294891656786,-0.0497782826423645,-0.24052563309669495,-0.07305084904493242,0.024702072143554688,-0.2961762249469757,-0.02444719886244684,0.024333715438842773,-0.4168316721916199,-0.06771417697729021,-0.005048215389251709,-0.3221644163131714,-0.06587266912521272,-0.017429828643798828,-0.2416081726551056,-0.05188126480044275,0.06628936529159546,-0.2557404339313507,-0.04123228033841997,0.07827311754226685,-0.35848671197891235,-0.06706453850330263,0.04925894737243652,-0.3267921209335327,-0.06606715163053423,0.027251243591308594,-0.28196045756340027,-0.05805305009545236
A,0.0,0.0,0.0,-0.05511331558227539,-0.09947818517684937,-0.01730521029708143,-0.08438068628311157,-0.24168872833251953,-0.02620759985325094,-0.10353219509124756,-0.354804128408432,-0.04135749309239145,-0.13821309804916382,-0.43144848942756653,-0.05255313037810083,-0.042829036712646484,-0.34757038950920105,0.016752658347513716,-0.05691099166870117,-0.46185699105262756,-0.023916203592989405,-0.06318014860153198,-0.3871998190879822,-0.05170311971482988,-0.06058919429779053,-0.3099677860736847,-0.062426505674693544,-0.00294417142868042,-0.3448052704334259,0.009229732612993757,-0.012482285499572754,-0.4677455872297287,-0.03364709957418199,-0.029015779495239258,-0.36217209696769714,-0.051009876717898806,-0.027808010578155518,-0.27664971351623535,-0.050726259191606005,0.0394437313079834,-0.323988676071167,-0.006427320250395496,0.042772114276885986,-0.46189074218273163,-0.04503687663850542,0.016398847103118896,-0.3751583695411682,-0.04573694436726328,0.008055806159973145,-0.2899397313594818,-0.03298776416954752,0.08493781089782715,-0.28903985023498535,-0.02461053996262308,0.09963911771774292,-0.40456293523311615,-0.04564085050401445,0.07235032320022583,-0.38121554255485535,-0.044447070052001436,0.05211746692657471,-0.3348120450973511,-0.03611967905339952
A,0.0,0.0,0.0,-0.07122862339019775,-0.07386386394500732,-0.019698294440502195,-0.11262252926826477,-0.19396507740020752,-0.03355549145697978,-0.1431436538696289,-0.2817366123199463,-0.05256735403298762,-0.18460339307785034,-0.3380454182624817,-0.06790081281423,-0.08261376619338989,-0.2999531924724579,-0.0104642320445123,-0.10723337531089783,-0.3819428086280823,-0.05868960041760829,-0.11553475260734558,-0.28899553418159485,-0.0877432810163441,-0.10909518599510193,-0.224798321723938,-0.1013940932249966,-0.04814571142196655,-0.291841983795166,-0.021243546718949347,-0.07208991050720215,-0.3857545256614685,-0.07495283205270198,-0.08849313855171204,-0.2675971984863281,-0.09259445835112956,-0.08155986666679382,-0.2035888433456421,-0.09441383052825358,-0.013662576675415039,-0.2683342397212982,-0.03954115379809764,-0.025560081005096436,-0.36907416582107544,-0.08554339278697398,-0.05402374267578125,-0.27143242955207825,-0.08712997157334712,-0.058882951736450195,-0.2019708752632141,-0.07756699491500285,0.021786212921142578,-0.2324935793876648,-0.060498456100219755,0.025680184364318848,-0.3186618387699127,-0.08798953760623363,-0.005706191062927246,-0.2818710505962372,-0.09222368020772365,-0.02440047264099121,-0.24163806438446045,-0.0900744931793156
A,0.0,0.0,0.0,-0.039855241775512695,-0.11907720565795898,-0.01928843438503236,-0.04384911060333252,-0.2673472762107849,-0.0268801885831067,-0.04195934534072876,-0.3847830593585968,-0.0394244908529231,-0.05657082796096802,-0.48108237981796265,-0.0472469187515685,-0.008625626564025879,-0.3781306892633438,0.019215089530973728,0.004907667636871338,-0.4752289950847626,-0.01995228670415372,0.0017880797386169434,-0.39985620975494385,-0.04778039522346944,-0.003955066204071045,-0.3239222764968872,-0.05891661785420865,0.04086357355117798,-0.364628329873085,0.014158793987064655,0.05769479274749756,-0.46797309815883636,-0.02621658027049989,0.04032886028289795,-0.3648666888475418,-0.045204677357048695,0.02971625328063965,-0.28695014119148254,-0.046626628114552204,0.0901029109954834,-0.33208316564559937,0.0011377977498909786,0.11472451686859131,-0.4417692869901657,-0.037082084192604725,0.08727258443832397,-0.36153286695480347,-0.03808689184364766,0.06863927841186523,-0.28896909952163696,-0.026084982528061573,0.13838231563568115,-0.28207963705062866,-0.014232969580859844,0.16626709699630737,-0.3803819268941879,-0.03598371215042562,0.1432734727859497,-0.3589296042919159,-0.03262081809219808,0.12179380655288696,-0.3245777487754822,-0.022290604858369534
A,0.0,0.0,0.0,-0.04055428504943848,-0.08168113231658936,-0.041635662172836874,-0.0556829571723938,-0.19300824403762817,-0.07024626791934452,-0.06930440664291382,-0.2874228060245514,-0.10021719694594822,-0.10291439294815063,-0.3634471893310547,-0.12642690897445164,-0.031629204750061035,-0.33055347204208374,-0.024932475616139982,-0.03153485059738159,-0.40885029733181,-0.08118114233474216,-0.02850121259689331,-0.3243233561515808,-0.11577309281091175,-0.030071914196014404,-0.24660280346870422,-0.12922846138934574,0.0159531831741333,-0.3208318054676056,-0.02287041008929691,0.02055191993713379,-0.40531234443187714,-0.08084638029794178,0.011843323707580566,-0.28186462819576263,-0.101669493918223,0.003868579864501953,-0.20811274647712708,-0.10216191024045429,0.06331950426101685,-0.2904298007488251,-0.02947937868992767,0.07666140794754028,-0.3924774080514908,-0.08218549550036869,0.05807840824127197,-0.28651197254657745,-0.08312514782409153,0.04203516244888306,-0.2071484923362732,-0.06869618952731571,0.10346817970275879,-0.2442450225353241,-0.03960194424251995,0.12525618076324463,-0.32490286231040955,-0.0707411280320116,0.11666268110275269,-0.3120080679655075,-0.07212426126460514,0.10778361558914185,-0.2989731431007385,-0.06447697043876133
A,0.0,0.0,0.0,-0.040847182273864746,-0.046148717403411865,-0.057293983657899616,-0.06543415784835815,-0.12330588698387146,-0.09615348141366553,-0.08285790681838989,-0.1867373287677765,-0.1312959999936254,-0.11470699310302734,-0.22546818852424622,-0.161800018061939,-0.0287325382232666,-0.2807078957557678,-0.06253012131625724,-0.0447993278503418,-0.31075358390808105,-0.12407426397973609,-0.046455442905426025,-0.21850240230560303,-0.15497324477607322,-0.040573954582214355,-0.1652536392211914,-0.16604377936297965,0.015880942344665527,-0.2657654881477356,-0.05625582348281455,0.007606387138366699,-0.2985650599002838,-0.11835214357549262,-0.007060587406158447,-0.17579075694084167,-0.13041303168708396,-0.0050771236419677734,-0.1330159306526184,-0.12580410252982688,0.05929529666900635,-0.23168432712554932,-0.05898655440384459,0.061145126819610596,-0.27153095602989197,-0.12037294964963507,0.03597664833068848,-0.16243022680282593,-0.11256130646640372,0.028037548065185547,-0.10962244868278503,-0.09179939191514563,0.09864890575408936,-0.18685084581375122,-0.06625714014941764,0.11508142948150635,-0.24158237874507904,-0.10346684466773581,0.09060907363891602,-0.18569111824035645,-0.09715573351556372,0.07460743188858032,-0.14536011219024658,-0.08297914128476691
A,0.0,0.0,0.0,-0.054198622703552246,-0.09209311008453369,-0.016687085603848573,-0.085377037525177,-0.21444228291511536,-0.024644341071621056,-0.1020737886428833,-0.31261521577835083,-0.03832257514216053,-0.1209491491317749,-0.3994073271751404,-0.04754760464049923,-0.04918718338012695,-0.3131014108657837,0.014808643857463721,-0.06488221883773804,-0.40762877464294434,-0.02173043390132534,-0.06858396530151367,-0.33284637331962585,-0.04725482290007221,-0.06382447481155396,-0.26149603724479675,-0.05741980274535763,-0.013416051864624023,-0.3101743161678314,0.008802525015994433,-0.025959253311157227,-0.4116162955760956,-0.030301799749508973,-0.03796941041946411,-0.3113885223865509,-0.04647467260576832,-0.0358310341835022,-0.23112642765045166,-0.04655871142961132,0.02466404438018799,-0.2939701974391937,-0.004560135056749459,0.020259201526641846,-0.4119742512702942,-0.039035219450966,-0.0010983943939208984,-0.326813280582428,-0.03886415039517033,-0.007053673267364502,-0.24391233921051025,-0.02680633006013977,0.06549668312072754,-0.2653309404850006,-0.02055715744711506,0.07303410768508911,-0.3695340156555176,-0.040030166258588906,0.047266244888305664,-0.34540969133377075,-0.038477141161934014,0.027263522148132324,-0.2956934869289398,-0.030197484170571443
A,0.0,0.0,0.0,-0.06234276294708252,-0.07236486673355103,-0.012336732173707787,-0.10354435443878174,-0.1859373152256012,-0.019852997089174096,-0.13193881511688232,-0.26820313930511475,-0.03272820758297712,-0.1644870638847351,-0.327655553817749,-0.041574077034738366,-0.07096493244171143,-0.29039251804351807,0.010104023566100295,-0.09699666500091553,-0.365188866853714,-0.025491583446410004,-0.10179495811462402,-0.2759268879890442,-0.04563487070277006,-0.09099811315536499,-0.2177630364894867,-0.05295223864391119,-0.03811824321746826,-0.2849942743778229,0.0012987747961688,-0.0653342604637146,-0.3632817268371582,-0.037530259514596764,-0.07375901937484741,-0.2507215738296509,-0.04585174220278532,-0.06063497066497803,-0.19395047426223755,-0.04086520644500524,-0.002940535545349121,-0.2648792266845703,-0.014203636261072461,-0.025007426738739014,-0.3557662069797516,-0.05000043782069952,-0.04170268774032593,-0.25309035181999207,-0.03976278128698141,-0.03557091951370239,-0.19015833735466003,-0.021331138262894456,0.0336880087852478,-0.2336384654045105,-0.03164478885605604,0.019168972969055176,-0.31930825114250183,-0.04979262622669012,-0.00464320182800293,-0.26270607113838196,-0.039906853163984124,-0.009659767150878906,-0.21109282970428467,-0.026056983793523614
A,0.0,0.0,0.0,-0.03440570831298828,-0.10337662696838379,-0.0263596374073245,-0.03790462017059326,-0.23165252804756165,-0.040258006332180685,-0.03464841842651367,-0.3329913318157196,-0.05777854206945676,-0.05365347862243652,-0.4195621460676193,-0.07119197505500097,0.003868997097015381,-0.32831239700317383,0.0027428889649740995,0.012272059917449951,-0.4229043424129486,-0.04123731064584035,0.0037633776664733887,-0.3395555317401886,-0.07066980111386556,0.000415802001953125,-0.2684577405452728,-0.08245161282803792,0.041976869106292725,-0.30448246002197266,-0.0004674871391330271,0.052806198596954346,-0.40127016603946686,-0.04538816320683736,0.03064626455307007,-0.2929314076900482,-0.06209867182161588,0.022406816482543945,-0.22058412432670593,-0.061806251434347814,0.07919329404830933,-0.2667730450630188,-0.01187170403983373,0.09869158267974854,-0.3743082284927368,-0.0534052263477065,0.0677483081817627,-0.28244906663894653,-0.049493470368645376,0.05113941431045532,-0.20733827352523804,-0.03355347844745893,0.11441594362258911,-0.21730127930641174,-0.026403988850972837,0.1395823359489441,-0.3074154853820801,-0.05019451039817113,0.11090105772018433,-0.26993414759635925,-0.044314541993401235,0.08704686164855957,-0.22247746586799622,-0.031924699572584814
A,0.0,0.0,0.0,-0.07309603691101074,-0.0718798041343689,-0.014538450574661965,-0.12162035703659058,-0.18589600920677185,-0.023799824936475034,-0.1593274474143982,-0.264914333820343,-0.03882731631227898,-0.20291614532470703,-0.3068076968193054,-0.049300575105633015,-0.08958715200424194,-0.30036285519599915,0.00901099346748424,-0.12276995182037354,-0.3817846328020096,-0.029476839525784726,-0.12761688232421875,-0.2880437970161438,-0.051733867673362965,-0.11660444736480713,-0.22659394145011902,-0.06037893652745652,-0.05726516246795654,-0.29559624195098877,0.00013816113579423472,-0.09170591831207275,-0.3730625659227371,-0.04331226780840325,-0.09822475910186768,-0.2537098824977875,-0.052758676408018346,-0.08237582445144653,-0.1945098340511322,-0.047735219298090215,-0.02225017547607422,-0.2755442261695862,-0.01621841773220467,-0.04782307147979736,-0.3641277998685837,-0.0545559278113501,-0.0653260350227356,-0.25849947333335876,-0.04489467799493241,-0.05890887975692749,-0.19371408224105835,-0.02634790301152634,0.015197992324829102,-0.24326595664024353,-0.035099727509702916,0.0014142990112304688,-0.32804352045059204,-0.05471426382490563,-0.025923311710357666,-0.27224886417388916,-0.04649669438430237,-0.03363001346588135,-0.2207697629928589,-0.033830558357919926
A,0.0,0.0,0.0,-0.046134769916534424,-0.10940834879875183,-0.01908963804424957,-0.06333690881729126,-0.2487671971321106,-0.028909216423642192,-0.0757131576538086,-0.35817623138427734,-0.04457655062259391,-0.10502934455871582,-0.43889033794403076,-0.05694576983631805,-0.028493881225585938,-0.3395608067512512,0.01803309025882527,-0.028986632823944092,-0.4444210082292557,-0.024588591207873378,-0.02875494956970215,-0.38104642927646637,-0.05675847341598228,-0.02873283624649048,-0.3063873052597046,-0.07071379830421165,0.009305417537689209,-0.3306502103805542,0.011694370048928704,0.0077727437019348145,-0.44608278572559357,-0.03334740062535957,-0.00022405385971069336,-0.35215580463409424,-0.057678400327574764,-0.00011479854583740234,-0.27124637365341187,-0.06289426495612815,0.04874217510223389,-0.3092022240161896,-0.002642561935942922,0.0547824501991272,-0.43520085513591766,-0.042861389716279064,0.037711143493652344,-0.36096131801605225,-0.049441362519871745,0.0301169753074646,-0.2806644141674042,-0.040990854402195964,0.08787542581558228,-0.27679508924484253,-0.019478122492444072,0.100128173828125,-0.3809609115123749,-0.04121492688835815,0.08312994241714478,-0.3628831207752228,-0.04173546170176223,0.06994134187698364,-0.32043200731277466,-0.034915382762562786
